"timestamp","open","high","low","close","adjusted_close","volume","dividend_amount","split_coefficient"
2020-08-05,508.68,510.1021,501.2,502.11,502.11,4313526,0,1
2020-08-06,504.11,510.82,498.7,509.08,509.08,3725861,0,1
2020-08-07,505.45,508.29,486.68,494.73,494.73,5910348,0,1
2020-08-10,493.35,497.4584,478.6269,483.38,483.38,4691185,0,1
2020-08-11,479.75,480.92,466.55,466.93,466.93,7329226,0,1
2020-08-12,471.34,482.49,470.18,475.47,475.47,5441243,0,1
2020-08-13,478.4,484.45,476.45,481.33,481.33,3008933,0,1
2020-08-14,482.82,488.325,480.21,482.68,482.68,2943487,0,1
2020-08-17,484.19,486.24,479.1,482.35,482.35,2409957,0,1
2020-08-18,484.35,495.3,482.8,491.87,491.87,3505518,0,1
2020-08-19,493.93,494.4985,483.5,484.53,484.53,3156218,0,1
2020-08-20,484.69,498.94,483.89,497.9,497.9,5132480,0,1
2020-08-21,496.46,498.13,490,492.31,492.31,3921293,0,1
2020-08-24,495.4383,501,483.16,488.81,488.81,4762183,0,1
2020-08-25,488.19,492.47,485.09,490.58,490.58,5727721,0,1
2020-08-26,492.5,549.04,492.075,547.53,547.53,20373681,0,1
2020-08-27,537.775,541,521.2471,526.27,526.27,9062912,0,1
2020-08-28,532,539,522,523.89,523.89,4417517,0,1
2020-08-31,521.16,531.99,517.58,529.56,529.56,4941409,0,1
2020-09-01,532.6,557.3895,532.45,556.55,556.55,9581907,0,1
2020-09-02,553.78,556.5,537.369,552.84,552.84,5886930,0,1
2020-09-03,545,554,521.32,525.75,525.75,9071089,0,1
2020-09-04,520.18,527.36,485.98,516.05,516.05,8270118,0,1
2020-09-08,498.4,522,495,507.02,507.02,5572684,0,1
2020-09-09,519.21,520,492.5743,500.19,500.19,6848127,0,1
2020-09-10,503.35,506.29,478.84,480.67,480.67,6240181,0,1
2020-09-11,486.485,493.73,476.81,482.03,482.03,5035200,0,1
2020-09-14,480.62,488.99,471.3001,476.26,476.26,7359126,0,1
2020-09-15,484,497.47,481.63,495.99,495.99,5336992,0,1
2020-09-16,499.99,504.66,483.31,483.86,483.86,4401412,0,1
2020-09-17,475.16,478.4,463.27,470.2,470.2,5379301,0,1
2020-09-18,472.51,479.4,458.6,469.96,469.96,6717711,0,1
2020-09-21,467.6923,487.775,466.32,487.35,487.35,5457539,0,1
2020-09-22,489.01,491.82,479.26,491.17,491.17,3482324,0,1
2020-09-23,491.04,491.04,469,470.61,470.61,3726423,0,1
2020-09-24,470.53,477,467.82,473.08,473.08,3727201,0,1
2020-09-25,474.39,484.87,468.0258,482.88,482.88,3769436,0,1
2020-09-28,489.1094,492,477.88,490.65,490.65,4773497,0,1
2020-09-29,489.5,496.2868,486.53,493.48,493.48,3543193,0,1
2020-09-30,492.57,504.63,489.2704,500.03,500.03,4634111,0,1
2020-10-01,506.03,529.55,503.6,527.51,527.51,8153710,0,1
2020-10-02,516.43,526.3714,502.7,503.06,503.06,6071165,0,1
2020-10-05,506.8,520.99,501.6997,520.65,520.65,4088069,0,1
2020-10-06,518.72,521.82,504.16,505.87,505.87,4199034,0,1
2020-10-07,518,536.49,515.815,534.66,534.66,7988683,0,1
2020-10-08,533.48,535,524.15,531.79,531.79,5386488,0,1
2020-10-09,537.8339,544.28,535,539.44,539.44,4781259,0,1
2020-10-12,548.81,551.81,538.24,539.81,539.81,5391074,0,1
2020-10-13,540.56,557.65,537.2,554.09,554.09,5602498,0,1
2020-10-14,562.61,572.49,541,541.45,541.45,9510081,0,1
2020-10-15,545.52,551.22,535.1,541.94,541.94,5113126,0,1
2020-10-16,549.5,554.33,530.03,530.79,530.79,6347363,0,1
